Count,Time(ms),Time(HH:mm:ss.SSS),Layer Name,TouchX,TouchY
0, 4747, 00:00:04.747,HWK_magma,1108,652
1, 5850, 00:00:05.850,HWK_magma,1108,652
2, 22532, 00:00:22.532,HWK_boost,1108,652
3, 30497, 00:00:30.497,HWK_drive,1108,652
4, 31957, 00:00:31.957,HWK_drive,1108,652
5, 34320, 00:00:34.320,HWK_drive,1108,652
6, 54683, 00:00:54.683,HWK_drive,1108,652
7, 55759, 00:00:55.759,HWK_drive,1108,652
8, 57838, 00:00:57.838,HWK_drive,1108,652
9, 60541, 00:01:00.541,HWK_boost,1108,652
